Protein	Protein ID	Entry Name	Gene	Protein Length	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	exo_control_1 Spectral Count	exo_control_2 Spectral Count	exo_control_3 Spectral Count	exo_hyb_1 Spectral Count	exo_hyb_2 Spectral Count	exo_hyb_3 Spectral Count	exo_control_1 Unique Spectral Count	exo_control_2 Unique Spectral Count	exo_control_3 Unique Spectral Count	exo_hyb_1 Unique Spectral Count	exo_hyb_2 Unique Spectral Count	exo_hyb_3 Unique Spectral Count	exo_control_1 Total Spectral Count	exo_control_2 Total Spectral Count	exo_control_3 Total Spectral Count	exo_hyb_1 Total Spectral Count	exo_hyb_2 Total Spectral Count	exo_hyb_3 Total Spectral Count	exo_control_1 Intensity	exo_control_2 Intensity	exo_control_3 Intensity	exo_hyb_1 Intensity	exo_hyb_2 Intensity	exo_hyb_3 Intensity	exo_control_1 MaxLFQ Intensity	exo_control_2 MaxLFQ Intensity	exo_control_3 MaxLFQ Intensity	exo_hyb_1 MaxLFQ Intensity	exo_hyb_2 MaxLFQ Intensity	exo_hyb_3 MaxLFQ Intensity	Indistinguishable Proteins
sp|P15331-2|PERI_MOUSE	P15331-2	PERI_MOUSE	Prph	507	Mus musculus		Isoform 3u of Peripherin	1.0	0.9988	8	3	0	33	0	0	0	0	3	0	0	0	0	0	0	0	7	3	4	6	9	4	0.0	0.0	0.0	0.0	116666.47	0.0	0.0	0.0	0.0	0.0	0.0	0.0	sp|P15331-3|PERI_MOUSE, sp|P15331|PERI_MOUSE, tr|A0A2R8W6R6|A0A2R8W6R6_MOUSE, tr|G3X981|G3X981_MOUSE, tr|G5E846|G5E846_MOUSE
sp|P15508|SPTB1_MOUSE	P15508	SPTB1_MOUSE	Sptb	2128	Mus musculus	1:Experimental evidence at protein level	Spectrin beta chain, erythrocytic	1.0	0.999	5	10	0	23	4	0	1	4	1	0	0	0	0	0	0	0	7	3	2	6	2	3	88537.85	0.0	29930.602	69127.17	10082.392	0.0	43635.06	0.0	46649.76	23330.104	15714.39	0.0	tr|E9Q397|E9Q397_MOUSE, tr|Q3UGX2|Q3UGX2_MOUSE
sp|P15532|NDKA_MOUSE	P15532	NDKA_MOUSE	Nme1	152	Mus musculus	1:Experimental evidence at protein level	Nucleoside diphosphate kinase A	1.0	0.999	15	26	13	310	3	5	5	4	4	5	1	3	3	2	2	2	48	50	50	53	55	54	688537.75	1135533.8	1298301.1	944043.0	790924.94	1240409.0	592584.0	813760.3	1008903.7	708840.9	590525.0	984047.56	
sp|P15535-2|B4GT1_MOUSE	P15535-2	B4GT1_MOUSE	B4galt1	386	Mus musculus		Isoform Short of Beta-1,4-galactosyltransferase 1	1.0	0.999	3	13	0	13	1	1	4	3	3	1	0	0	0	0	0	0	1	1	4	3	3	1	86141.23	59088.77	75227.79	160383.72	182677.77	88838.27	92641.92	63547.938	80904.9	104912.61	88342.484	95542.51	sp|P15535|B4GT1_MOUSE
sp|P15626|GSTM2_MOUSE	P15626	GSTM2_MOUSE	Gstm2	218	Mus musculus	1:Experimental evidence at protein level	Glutathione S-transferase Mu 2	1.0	0.999	30	635	97	635	83	123	99	103	117	110	13	15	15	17	19	18	83	123	99	103	117	110	1.9883422E7	2.2580532E7	2.0562536E7	2.4877686E7	2.5464206E7	2.5338944E7	5102025.0	6292926.0	5227214.5	5584984.0	5886840.0	5727435.0	
sp|P15864|H12_MOUSE	P15864	H12_MOUSE	H1-2	212	Mus musculus	1:Experimental evidence at protein level	Histone H1.2	1.0	0.999	23	202	78	202	29	30	27	41	37	38	11	9	10	21	9	18	29	30	27	41	37	38	4082234.5	3019020.0	2682568.8	5712712.5	5401903.0	4327159.0	967212.06	1058876.0	969722.56	1321848.0	1030539.56	1334596.4	
sp|P15920|VPP2_MOUSE	P15920	VPP2_MOUSE	Atp6v0a2	856	Mus musculus	1:Experimental evidence at protein level	V-type proton ATPase 116 kDa subunit a 2	1.0	0.999	6	19	3	19	2	4	2	4	6	1	0	0	0	1	2	0	2	4	2	4	6	1	113063.58	129593.73	47461.996	151340.66	253528.95	23239.396	71965.59	47004.69	42109.4	51924.883	76772.945	47648.883	
sp|P15947|KLK1_MOUSE	P15947	KLK1_MOUSE	Klk1	261	Mus musculus	1:Experimental evidence at protein level	Kallikrein-1	1.0	0.999	10	158	81	158	27	26	22	32	28	23	12	15	11	15	15	13	27	26	22	32	28	23	4229622.0	3386163.0	4853820.0	5685619.0	4481725.0	3575041.2	2119217.8	1780094.4	2562896.5	2550611.0	2243394.8	2117462.2	
sp|P15948|K1B22_MOUSE	P15948	K1B22_MOUSE	Klk1b22	259	Mus musculus	1:Experimental evidence at protein level	Kallikrein 1-related peptidase b22	0.8665	0.9978	1	8	8	8	2	1	1	1	1	2	2	1	1	1	1	2	2	1	1	1	1	2	23651.756	14867.506	21127.943	7461.4375	18128.361	22063.953	23651.756	14867.506	21127.943	7461.4375	18128.361	22063.953	
sp|P16014|SCG1_MOUSE	P16014	SCG1_MOUSE	Chgb	677	Mus musculus	1:Experimental evidence at protein level	Secretogranin-1	0.9334	0.999	1	1	1	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0.0	0.0	31539.773	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P16015|CAH3_MOUSE	P16015	CAH3_MOUSE	Ca3	260	Mus musculus	1:Experimental evidence at protein level	Carbonic anhydrase 3	1.0	0.9987	4	6	6	6	0	0	0	0	6	0	0	0	0	0	6	0	0	0	0	0	6	0	0.0	0.0	0.0	0.0	158323.12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P16045|LEG1_MOUSE	P16045	LEG1_MOUSE	Lgals1	135	Mus musculus	1:Experimental evidence at protein level	Galectin-1	1.0	0.999	9	122	99	122	18	23	16	23	20	22	14	20	13	18	16	18	18	23	16	23	20	22	2060437.2	1998011.9	1868113.2	2538541.8	2804813.5	1879852.2	683250.3	720175.1	697793.0	761191.94	960974.25	584343.1	
sp|P16083|NQO2_HUMAN	P16083	NQO2_HUMAN	NQO2	231	Homo sapiens	1:Experimental evidence at protein level	Ribosyldihydronicotinamide dehydrogenase [quinone]	0.8142	0.9968	1	1	1	1	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	53153.72	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P16110|LEG3_MOUSE	P16110	LEG3_MOUSE	Lgals3	264	Mus musculus	1:Experimental evidence at protein level	Galectin-3	0.9269	0.9989	1	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0.0	0.0	0.0	24689.123	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	tr|Q8C253|Q8C253_MOUSE
sp|P16125|LDHB_MOUSE	P16125	LDHB_MOUSE	Ldhb	334	Mus musculus	1:Experimental evidence at protein level	L-lactate dehydrogenase B chain	1.0	0.999	7	23	0	26	6	3	4	2	4	4	0	0	0	0	0	0	6	4	5	2	4	5	276216.06	114038.34	108631.58	119377.805	218125.88	133175.25	93358.01	82999.3	78827.13	68334.5	77636.09	66632.305	tr|A0A6I8MX27|A0A6I8MX27_MOUSE
sp|P16254|SRP14_MOUSE	P16254	SRP14_MOUSE	Srp14	110	Mus musculus	1:Experimental evidence at protein level	Signal recognition particle 14 kDa protein	1.0	0.999	9	79	18	79	13	12	11	16	16	11	4	1	3	4	4	2	13	12	11	16	16	11	2489098.2	1980289.4	2185286.0	2469291.8	2497429.8	2358340.8	1966390.0	1424224.6	1216158.4	1799364.5	1640996.8	1493114.1	
sp|P16330-2|CN37_MOUSE	P16330-2	CN37_MOUSE	Cnp	400	Mus musculus		Isoform CNPI of 2',3'-cyclic-nucleotide 3'-phosphodiesterase	1.0	0.999	12	39	0	39	5	6	5	10	6	7	0	0	0	0	0	0	5	6	5	10	6	7	191139.45	207879.08	202563.47	339925.9	239723.11	219541.2	62493.49	68119.92	83151.05	61418.707	69102.875	63162.465	sp|P16330|CN37_MOUSE
sp|P16331|PH4H_MOUSE	P16331	PH4H_MOUSE	Pah	453	Mus musculus	1:Experimental evidence at protein level	Phenylalanine-4-hydroxylase	1.0	0.999	25	249	57	249	37	40	34	57	42	39	5	8	11	16	10	7	37	40	34	57	42	39	3521851.2	3070168.8	2609524.8	6073859.5	4504981.5	2937562.2	552281.06	487979.0	449503.66	770127.6	531776.06	493973.7	
sp|P16332|MUTA_MOUSE	P16332	MUTA_MOUSE	Mmut	748	Mus musculus	1:Experimental evidence at protein level	Methylmalonyl-CoA mutase, mitochondrial	1.0	0.999	23	244	211	244	41	42	41	38	40	42	35	37	33	34	37	35	41	42	41	38	40	42	4116855.0	7798301.0	2474652.5	3723498.8	4638706.5	8509865.0	1006064.9	898673.9	721745.06	876960.75	1162870.1	828335.56	
sp|P16406|AMPE_MOUSE	P16406	AMPE_MOUSE	Enpep	945	Mus musculus	1:Experimental evidence at protein level	Glutamyl aminopeptidase	0.9952	0.999	1	4	0	4	0	1	1	1	0	1	0	0	0	0	0	0	0	1	1	1	0	1	0.0	35989.03	49018.688	36635.75	0.0	39251.676	0.0	35989.03	49018.688	36635.75	0.0	39251.676	
sp|P16460|ASSY_MOUSE	P16460	ASSY_MOUSE	Ass1	412	Mus musculus	1:Experimental evidence at protein level	Argininosuccinate synthase	1.0	0.999	16	146	146	146	21	31	21	27	18	28	21	31	21	27	18	28	21	31	21	27	18	28	1498838.0	1663596.5	1435374.9	1304930.9	1241138.0	2036566.2	439812.62	481819.8	463169.84	347570.6	361970.12	436306.97	
sp|P16546-2|SPTN1_MOUSE	P16546-2	SPTN1_MOUSE	Sptan1	2452	Mus musculus		Isoform 2 of Spectrin alpha chain, non-erythrocytic 1	0.9999	0.999	95	2	0	465	1	1	0	0	0	0	0	0	0	0	0	0	76	90	62	88	77	72	32096.002	25585.621	0.0	0.0	0.0	0.0	32096.002	25585.621	0.0	0.0	0.0	0.0	
sp|P16546|SPTN1_MOUSE	P16546	SPTN1_MOUSE	Sptan1	2472	Mus musculus	1:Experimental evidence at protein level	Spectrin alpha chain, non-erythrocytic 1	1.0	0.999	96	466	0	466	76	90	63	88	77	72	0	0	0	0	0	0	76	90	63	88	77	72	4280297.0	4209690.0	3066572.0	5910607.0	4523180.0	4255892.0	269128.0	267829.0	260862.83	261695.53	242966.64	272595.47	
sp|P16627|HS71L_MOUSE	P16627	HS71L_MOUSE	Hspa1l	641	Mus musculus	1:Experimental evidence at protein level	Heat shock 70 kDa protein 1-like	1.0	0.999	12	13	13	132	3	2	0	0	6	2	3	2	0	0	6	2	24	18	9	24	39	18	15195.086	137470.45	0.0	185792.2	197682.3	115363.125	12896.898	155816.31	0.0	246196.58	30673.795	152869.75	
sp|P16675|PPGB_MOUSE	P16675	PPGB_MOUSE	Ctsa	474	Mus musculus	1:Experimental evidence at protein level	Lysosomal protective protein	0.9326	0.999	1	3	0	3	0	1	0	1	1	0	0	0	0	0	0	0	0	1	0	1	1	0	0.0	45094.117	0.0	47803.207	71407.62	0.0	0.0	45094.117	0.0	47803.207	71407.62	0.0	tr|G3X8T3|G3X8T3_MOUSE
sp|P16858|G3P_MOUSE	P16858	G3P_MOUSE	Gapdh	333	Mus musculus	1:Experimental evidence at protein level	Glyceraldehyde-3-phosphate dehydrogenase	1.0	0.999	24	696	0	696	122	119	104	110	128	113	0	0	0	0	0	0	122	119	104	110	128	113	1.7487402E7	1.3093814E7	9485009.0	1.7014884E7	1.615791E7	1.0745062E7	2602201.5	2493051.5	2298445.2	2601233.8	2826394.8	2020088.9	
sp|P17047-2|LAMP2_MOUSE	P17047-2	LAMP2_MOUSE	Lamp2	416	Mus musculus		Isoform LAMP-2B of Lysosome-associated membrane glycoprotein 2	1.0	0.999	4	13	0	13	0	3	2	1	5	2	0	0	0	0	0	0	0	3	2	1	5	2	0.0	110054.26	101247.83	68785.83	111540.8	107059.99	0.0	87799.72	81630.695	67436.125	58729.934	71248.15	sp|P17047-3|LAMP2_MOUSE, sp|P17047|LAMP2_MOUSE
sp|P17095-1|HMGA1_MOUSE	P17095-1	HMGA1_MOUSE	Hmga1	96	Mus musculus		Isoform HMG-Y of High mobility group protein HMG-I/HMG-Y	0.9908	0.999	2	16	0	16	3	3	2	4	2	2	0	0	0	0	0	0	3	3	2	4	2	2	407504.9	377606.56	410634.47	538068.7	294183.62	418870.88	257054.11	235010.05	234672.25	351427.5	187643.1	265194.38	tr|A0A384DV79|A0A384DV79_MOUSE
sp|P17095|HMGA1_MOUSE	P17095	HMGA1_MOUSE	Hmga1	107	Mus musculus	1:Experimental evidence at protein level	High mobility group protein HMG-I/HMG-Y	0.9981	0.999	2	6	0	15	1	2	1	1	0	1	0	0	0	0	0	0	3	4	2	3	1	2	94073.13	102675.91	136086.4	91538.65	0.0	102241.164	94073.13	102675.91	136086.4	91538.65	0.0	102241.164	tr|Q3TE85|Q3TE85_MOUSE
sp|P17156|HSP72_MOUSE	P17156	HSP72_MOUSE	Hspa2	633	Mus musculus	1:Experimental evidence at protein level	Heat shock-related 70 kDa protein 2	1.0	0.999	17	10	10	270	2	2	2	3	0	1	2	2	2	3	0	1	48	41	35	52	57	37	677547.8	324893.75	218436.2	134982.53	0.0	673.48553	291802.16	232097.47	126670.6	681062.94	0.0	0.0	
sp|P17182|ENOA_MOUSE	P17182	ENOA_MOUSE	Eno1	434	Mus musculus	1:Experimental evidence at protein level	Alpha-enolase	1.0	0.999	31	529	0	540	82	93	89	85	99	81	0	0	0	0	0	0	82	96	94	86	99	83	1.2053392E7	9668305.0	7465150.0	1.1097071E7	1.2667139E7	8800423.0	2761576.5	2654318.8	2254893.5	2688693.8	2976037.2	2409809.2	
sp|P17183|ENOG_MOUSE	P17183	ENOG_MOUSE	Eno2	434	Mus musculus	1:Experimental evidence at protein level	Gamma-enolase	0.9999	0.999	6	13	0	86	1	3	5	1	1	2	0	0	0	0	0	0	15	12	17	12	16	14	49527.49	66780.22	110078.766	14523.444	39809.477	44809.977	49527.49	45825.18	74108.48	16948.285	39809.477	26455.969	tr|A0A0N4SUX5|A0A0N4SUX5_MOUSE
sp|P17225-2|PTBP1_MOUSE	P17225-2	PTBP1_MOUSE	Ptbp1	529	Mus musculus		Isoform 2 of Polypyrimidine tract-binding protein 1	1.0	0.999	18	330	0	330	47	64	54	48	37	80	0	0	0	0	0	0	47	64	54	48	37	80	3743972.2	4025492.2	4342418.0	4859571.0	3431295.0	5215120.5	915588.75	905988.7	925831.9	1008228.75	788426.0	1169434.1	sp|P17225|PTBP1_MOUSE
sp|P17426-2|AP2A1_MOUSE	P17426-2	AP2A1_MOUSE	Ap2a1	955	Mus musculus		Isoform B of AP-2 complex subunit alpha-1	1.0	0.999	16	35	0	71	10	6	2	9	3	5	0	0	0	0	0	0	18	10	6	16	11	10	440089.25	174412.9	64313.375	270505.75	198621.94	154244.56	89425.69	63360.73	72851.51	62468.83	72834.53	68031.13	sp|P17426|AP2A1_MOUSE
sp|P17427|AP2A2_MOUSE	P17427	AP2A2_MOUSE	Ap2a2	938	Mus musculus	1:Experimental evidence at protein level	AP-2 complex subunit alpha-2	1.0	0.999	23	117	81	117	24	17	13	22	18	23	16	13	9	15	10	18	24	17	13	22	18	23	1487391.4	801528.75	706782.3	1129942.8	1104564.4	823990.44	256705.9	249070.38	230970.34	243002.81	255781.81	266868.34	
sp|P17439|GBA1_MOUSE	P17439	GBA1_MOUSE	Gba1	515	Mus musculus	1:Experimental evidence at protein level	Lysosomal acid glucosylceramidase	1.0	0.999	2	4	2	4	1	0	0	1	2	0	1	0	0	0	1	0	1	0	0	1	2	0	48227.2	0.0	0.0	162606.22	1273629.0	0.0	526303.3	0.0	0.0	73312.64	551408.94	0.0	
sp|P17563|SBP1_MOUSE	P17563	SBP1_MOUSE	Selenbp1	472	Mus musculus	1:Experimental evidence at protein level	Methanethiol oxidase	1.0	0.999	25	302	54	302	43	53	43	54	58	51	7	10	8	8	11	10	43	53	43	54	58	51	5311239.0	4599246.0	4016858.8	5514530.0	5817112.5	4377311.5	906473.75	829061.8	843257.06	908890.0	932274.3	763864.9	
sp|P17665|COX7C_MOUSE	P17665	COX7C_MOUSE	Cox7c	63	Mus musculus	1:Experimental evidence at protein level	Cytochrome c oxidase subunit 7C, mitochondrial	0.9999	0.999	2	13	13	13	2	2	2	5	1	1	2	2	2	5	1	1	2	2	2	5	1	1	97367.195	237881.02	220590.8	403567.28	60976.527	196327.1	107214.516	261939.33	242900.45	159705.16	67143.445	216182.81	
sp|P17742|PPIA_MOUSE	P17742	PPIA_MOUSE	Ppia	164	Mus musculus	1:Experimental evidence at protein level	Peptidyl-prolyl cis-trans isomerase A	1.0	0.999	19	757	0	764	103	122	118	135	145	134	0	0	0	0	0	0	104	123	119	135	148	135	2.9106046E7	2.5482734E7	2.340608E7	3.1238536E7	2.820629E7	2.6832028E7	6024829.0	5484842.0	4708397.5	7088765.5	6719205.5	4672283.0	
sp|P17751-2|TPIS_MOUSE	P17751-2	TPIS_MOUSE	Tpi1	299	Mus musculus		Isoform 2 of Triosephosphate isomerase	1.0	0.999	17	321	0	321	51	57	46	56	61	50	0	0	0	0	0	0	51	57	46	56	61	50	5288098.5	5979274.0	4882918.0	6902046.0	6813686.0	5491304.0	1344298.4	1524866.9	1432072.4	1732525.6	1581655.9	1431301.2	sp|P17751|TPIS_MOUSE
sp|P17879|HS71B_MOUSE	P17879	HS71B_MOUSE	Hspa1b	642	Mus musculus	1:Experimental evidence at protein level	Heat shock 70 kDa protein 1B	1.0	0.999	14	39	0	142	9	5	4	10	6	5	0	0	0	0	0	0	21	20	15	33	32	21	758008.25	183037.89	161989.38	631086.94	455686.94	200838.28	174955.53	77950.97	85531.945	100103.836	141247.86	66606.57	sp|Q61696|HS71A_MOUSE
sp|P17892|LIPR2_MOUSE	P17892	LIPR2_MOUSE	Pnliprp2	482	Mus musculus	1:Experimental evidence at protein level	Pancreatic lipase-related protein 2	1.0	0.999	23	294	294	335	29	47	50	64	47	57	29	47	50	64	47	57	34	52	56	72	56	65	3868716.2	4700704.0	4796396.0	7850795.0	5424259.5	4852777.5	1982868.1	1926581.8	2055215.2	2534013.0	2007004.6	2070309.1	
sp|P17918|PCNA_MOUSE	P17918	PCNA_MOUSE	Pcna	261	Mus musculus	1:Experimental evidence at protein level	Proliferating cell nuclear antigen	1.0	0.999	3	19	19	19	3	5	2	4	3	2	3	5	2	4	3	2	3	5	2	4	3	2	283436.88	171731.5	48444.47	239337.12	214835.48	174950.6	190551.88	118570.7	48444.47	150443.73	138263.94	121178.73	
sp|P17932|RL32P_MOUSE	P17932	RL32P_MOUSE	Rpl32-ps	135	Mus musculus	5:Protein uncertain	Putative large ribosomal subunit protein eL32'	1.0	0.999	5	4	4	29	0	3	0	0	0	1	0	3	0	0	0	1	5	7	2	4	4	7	0.0	42805.3	0.0	0.0	0.0	35522.223	0.0	36943.035	0.0	0.0	0.0	35522.223	
sp|P18155|MTDC_MOUSE	P18155	MTDC_MOUSE	Mthfd2	350	Mus musculus	1:Experimental evidence at protein level	Bifunctional methylenetetrahydrofolate dehydrogenase/cyclohydrolase, mitochondrial	1.0	0.999	11	45	44	45	6	11	5	7	8	8	6	11	5	7	7	8	6	11	5	7	8	8	408431.6	415489.47	272545.5	603181.6	424109.12	345788.62	137091.42	130903.555	111967.13	98441.08	117093.34	113124.57	
sp|P18242|CATD_MOUSE	P18242	CATD_MOUSE	Ctsd	410	Mus musculus	1:Experimental evidence at protein level	Cathepsin D	1.0	0.999	9	42	0	57	5	11	3	9	9	5	0	0	0	0	0	0	8	15	4	12	11	7	465540.88	474120.94	153497.23	839840.3	986748.9	347656.88	167883.86	149311.67	109486.1	167452.31	207059.42	130616.4	tr|F8WIR1|F8WIR1_MOUSE
sp|P18572-2|BASI_MOUSE	P18572-2	BASI_MOUSE	Bsg	273	Mus musculus		Isoform 2 of Basigin	1.0	0.999	5	25	0	25	3	5	4	5	4	4	0	0	0	0	0	0	3	5	4	5	4	4	168646.16	254313.16	181697.55	401113.7	204929.44	221676.11	110028.055	106093.52	75322.1	89632.73	70070.234	105268.94	sp|P18572|BASI_MOUSE, tr|J3QP71|J3QP71_MOUSE, tr|K3W4Q8|K3W4Q8_MOUSE
sp|P18653|KS6A1_MOUSE	P18653	KS6A1_MOUSE	Rps6ka1	724	Mus musculus	1:Experimental evidence at protein level	Ribosomal protein S6 kinase alpha-1	1.0	0.999	12	48	0	48	7	8	6	8	5	14	0	0	0	0	0	0	7	8	6	8	5	14	1069612.8	393876.5	263168.9	1070040.5	1036470.06	443661.62	285015.88	258578.53	293395.06	288026.25	299267.53	288865.47	tr|E9PWV3|E9PWV3_MOUSE, tr|F6Q8A4|F6Q8A4_MOUSE, tr|F6RQA2|F6RQA2_MOUSE, tr|G3UZI3|G3UZI3_MOUSE, tr|Q505N6|Q505N6_MOUSE
sp|P18654|KS6A3_MOUSE	P18654	KS6A3_MOUSE	Rps6ka3	740	Mus musculus	1:Experimental evidence at protein level	Ribosomal protein S6 kinase alpha-3	1.0	0.999	9	25	0	36	4	5	3	4	7	2	0	0	0	0	0	0	5	6	5	5	8	7	87251.58	177739.64	121327.83	144805.73	211038.92	120956.03	87536.516	56368.348	52431.605	62603.67	77432.12	73783.05	tr|B1AXN9|B1AXN9_MOUSE
sp|P18760|COF1_MOUSE	P18760	COF1_MOUSE	Cfl1	166	Mus musculus	1:Experimental evidence at protein level	Cofilin-1	1.0	0.999	16	96	11	101	15	16	16	17	12	20	3	1	2	3	1	1	16	17	16	17	14	21	2389038.2	1775124.8	1481320.5	2597226.5	2360639.8	1567515.9	650466.1	666244.7	525722.75	718736.25	591182.44	700005.44	
sp|P18872-2|GNAO_MOUSE	P18872-2	GNAO_MOUSE	Gnao1	354	Mus musculus		Isoform Alpha-2 of Guanine nucleotide-binding protein G(o) subunit alpha	0.986	0.9989	3	2	0	24	0	0	2	0	0	0	0	0	0	0	0	0	4	2	6	4	4	4	0.0	0.0	37787.336	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	sp|P18872|GNAO_MOUSE
sp|P19001|K1C19_MOUSE	P19001	K1C19_MOUSE	Krt19	403	Mus musculus	1:Experimental evidence at protein level	Keratin, type I cytoskeletal 19	1.0	0.999	40	479	417	555	102	69	75	74	90	69	86	61	67	63	79	61	120	75	80	90	112	78	8710539.0	5190844.0	5182134.0	6754980.0	7727925.5	3962807.2	911950.94	705405.5	719583.0	782693.4	840720.5	674202.94	
sp|P19096|FAS_MOUSE	P19096	FAS_MOUSE	Fasn	2504	Mus musculus	1:Experimental evidence at protein level	Fatty acid synthase	1.0	0.999	58	361	3	361	54	55	52	58	77	65	0	0	0	2	1	0	54	55	52	58	77	65	3378790.0	3169641.2	2861536.8	3808658.8	4667584.0	3882526.5	258786.16	235295.25	251913.14	269966.66	277637.2	279666.97	
sp|P19157|GSTP1_MOUSE	P19157	GSTP1_MOUSE	Gstp1	210	Mus musculus	1:Experimental evidence at protein level	Glutathione S-transferase P 1	1.0	0.999	20	1229	83	1229	171	209	207	208	220	214	13	14	15	10	13	18	171	209	207	208	220	214	3.555473E7	3.6637228E7	2.982482E7	3.634373E7	4.2251068E7	3.3961612E7	8996279.0	1.088746E7	8228368.0	1.0738104E7	1.1942307E7	8357931.0	
sp|P19182|IFRD1_MOUSE	P19182	IFRD1_MOUSE	Ifrd1	449	Mus musculus	1:Experimental evidence at protein level	Interferon-related developmental regulator 1	1.0	0.999	4	35	0	35	7	4	4	6	8	6	0	0	0	0	0	0	7	4	4	6	8	6	155263.1	225911.67	226530.28	286586.12	119387.83	251704.89	94873.125	108279.51	93197.21	118178.89	75489.56	119220.29	
sp|P19253|RL13A_MOUSE	P19253	RL13A_MOUSE	Rpl13a	203	Mus musculus	1:Experimental evidence at protein level	Large ribosomal subunit protein uL13	1.0	0.999	25	251	0	251	38	43	30	44	55	41	0	0	0	0	0	0	38	43	30	44	55	41	8373990.0	7819925.5	6396456.0	1.1731706E7	1.3171335E7	8765314.0	3528119.0	3158604.8	3156279.0	3809148.2	4518628.5	3009442.0	
sp|P19258|MPV17_MOUSE	P19258	MPV17_MOUSE	Mpv17	176	Mus musculus	1:Experimental evidence at protein level	Protein Mpv17	0.9997	0.9986	2	4	0	4	0	2	1	0	0	1	0	0	0	0	0	0	0	2	1	0	0	1	0.0	41132.773	34011.824	0.0	0.0	25339.61	0.0	25932.752	34011.824	0.0	0.0	25339.61	tr|D3YWI4|D3YWI4_MOUSE, tr|E9Q1I6|E9Q1I6_MOUSE, tr|F8WHT5|F8WHT5_MOUSE, tr|G3UVW1|G3UVW1_MOUSE
sp|P19324|SERPH_MOUSE	P19324	SERPH_MOUSE	Serpinh1	417	Mus musculus	1:Experimental evidence at protein level	Serpin H1	1.0	0.999	12	43	21	43	7	7	6	12	5	6	3	5	3	6	2	2	7	7	6	12	5	6	588137.0	487718.53	435911.94	1016915.94	352768.06	449791.5	206882.02	168820.22	160084.9	206109.27	185795.19	177269.66	
sp|P19426-2|NELFE_MOUSE	P19426-2	NELFE_MOUSE	Nelfe	367	Mus musculus		Isoform 2 of Negative elongation factor E	0.9334	0.999	1	4	0	4	0	1	2	0	1	0	0	0	0	0	0	0	0	1	2	0	1	0	0.0	37385.777	38375.71	43112.0	38868.996	0.0	0.0	37385.777	38375.71	43112.0	38868.996	0.0	sp|P19426|NELFE_MOUSE, tr|G3UY39|G3UY39_MOUSE
sp|P19536|COX5B_MOUSE	P19536	COX5B_MOUSE	Cox5b	128	Mus musculus	1:Experimental evidence at protein level	Cytochrome c oxidase subunit 5B, mitochondrial	1.0	0.999	7	57	0	57	8	12	5	15	11	6	0	0	0	0	0	0	8	12	5	15	11	6	847440.8	1069793.4	554360.75	1459311.0	996819.5	948585.7	386318.62	421265.62	390171.4	405370.66	380274.12	410769.47	tr|Q9D881|Q9D881_MOUSE
sp|P19639|GSTM3_MOUSE	P19639	GSTM3_MOUSE	Gstm3	218	Mus musculus	1:Experimental evidence at protein level	Glutathione S-transferase Mu 3	0.9997	0.9988	12	6	6	124	1	1	1	1	1	1	1	1	1	1	1	1	16	21	21	20	19	27	83692.445	76780.57	80392.3	83348.27	75128.164	87489.46	83692.445	76780.57	80392.3	83348.27	75128.164	87489.46	
sp|P19783|COX41_MOUSE	P19783	COX41_MOUSE	Cox4i1	169	Mus musculus	1:Experimental evidence at protein level	Cytochrome c oxidase subunit 4 isoform 1, mitochondrial	1.0	0.999	10	126	98	126	22	25	15	24	20	20	17	21	12	19	14	15	22	25	15	24	20	20	5480384.0	4688114.0	3100108.8	4376728.5	4556987.5	3442288.0	1511612.0	1463118.1	1256692.4	1594363.8	1387965.8	1096881.0	
sp|P19973-2|LSP1_MOUSE	P19973-2	LSP1_MOUSE	Lsp1	328	Mus musculus		Isoform 2 of Lymphocyte-specific protein 1	0.9327	0.999	1	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0.0	0.0	0.0	0.0	26981.643	0.0	0.0	0.0	0.0	0.0	0.0	0.0	sp|P19973|LSP1_MOUSE, tr|A2A6J4|A2A6J4_MOUSE, tr|A2A6J7|A2A6J7_MOUSE
sp|P20029|BIP_MOUSE	P20029	BIP_MOUSE	Hspa5	655	Mus musculus	1:Experimental evidence at protein level	Endoplasmic reticulum chaperone BiP	1.0	0.999	73	3012	2938	3012	474	504	451	490	633	460	461	494	446	477	611	449	474	504	451	490	633	460	1.6057603E8	1.4645338E8	1.3121049E8	1.7703835E8	2.2282834E8	1.2652147E8	1.8039284E7	1.9258694E7	1.4957238E7	1.9972248E7	2.27742E7	1.5031959E7	
