Protein	Protein ID	Entry Name	Gene	Protein Length	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	endo_control_1 Spectral Count	endo_control_2 Spectral Count	endo_control_3 Spectral Count	endo_hyb_1 Spectral Count	endo_hyb_2 Spectral Count	endo_hyb_3 Spectral Count	endo_control_1 Unique Spectral Count	endo_control_2 Unique Spectral Count	endo_control_3 Unique Spectral Count	endo_hyb_1 Unique Spectral Count	endo_hyb_2 Unique Spectral Count	endo_hyb_3 Unique Spectral Count	endo_control_1 Total Spectral Count	endo_control_2 Total Spectral Count	endo_control_3 Total Spectral Count	endo_hyb_1 Total Spectral Count	endo_hyb_2 Total Spectral Count	endo_hyb_3 Total Spectral Count	endo_control_1 Intensity	endo_control_2 Intensity	endo_control_3 Intensity	endo_hyb_1 Intensity	endo_hyb_2 Intensity	endo_hyb_3 Intensity	endo_control_1 MaxLFQ Intensity	endo_control_2 MaxLFQ Intensity	endo_control_3 MaxLFQ Intensity	endo_hyb_1 MaxLFQ Intensity	endo_hyb_2 MaxLFQ Intensity	endo_hyb_3 MaxLFQ Intensity	Indistinguishable Proteins
sp|P70704-2|AT8A1_MOUSE	P70704-2	AT8A1_MOUSE	Atp8a1	1149	Mus musculus		Isoform 2 of Phospholipid-transporting ATPase IA	1.0	0.999	23	83	0	83	19	19	1	24	16	4	0	0	0	0	0	0	19	19	1	24	16	4	1742833.5	1578808.6	75419.914	1256102.2	1250920.9	1348763.4	227252.84	216493.17	282864.6	258943.2	208212.3	270771.03	tr|A0A0M3HEP7|A0A0M3HEP7_MOUSE
sp|P78386|KRT85_HUMAN	P78386	KRT85_HUMAN	KRT85	507	Homo sapiens	1:Experimental evidence at protein level	Keratin, type II cuticular Hb5	0.9889	0.9945	7	1	1	22	0	0	0	1	0	0	0	0	0	1	0	0	3	1	2	7	4	5	0.0	0.0	0.0	12016.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P80313|TCPH_MOUSE	P80313	TCPH_MOUSE	Cct7	544	Mus musculus	1:Experimental evidence at protein level	T-complex protein 1 subunit eta	1.0	0.999	27	225	55	225	45	54	8	54	50	14	11	14	1	14	12	3	45	54	8	54	50	14	3515731.8	3369093.2	1282496.6	3502926.5	3952927.8	2745809.2	514695.4	484391.47	505794.12	613389.2	554292.25	520748.88	
sp|P80314|TCPB_MOUSE	P80314	TCPB_MOUSE	Cct2	535	Mus musculus	1:Experimental evidence at protein level	T-complex protein 1 subunit beta	1.0	0.999	38	487	106	487	95	111	26	116	102	37	21	20	5	27	23	10	95	111	26	116	102	37	8221494.0	8312223.0	4971260.5	9575145.0	8037146.5	7409363.5	728625.8	811519.9	888060.1	954253.1	821135.4	661494.1	
sp|P80315|TCPD_MOUSE	P80315	TCPD_MOUSE	Cct4	539	Mus musculus	1:Experimental evidence at protein level	T-complex protein 1 subunit delta	1.0	0.999	29	268	0	268	57	56	14	66	57	18	0	0	0	0	0	0	57	56	14	66	57	18	6536783.5	5808178.5	2427487.0	4900815.5	5661130.5	5817944.5	1044564.4	922204.3	909757.94	1000160.75	912318.94	808180.5	
sp|P80316|TCPE_MOUSE	P80316	TCPE_MOUSE	Cct5	541	Mus musculus	1:Experimental evidence at protein level	T-complex protein 1 subunit epsilon	1.0	0.999	30	213	135	214	45	42	11	50	45	20	30	25	5	37	30	8	45	43	11	50	45	20	4692252.5	4455083.5	2009694.6	3917842.0	4455094.5	3919176.5	787883.4	762771.4	764991.9	719446.9	680077.0	806104.0	
sp|P80317|TCPZ_MOUSE	P80317	TCPZ_MOUSE	Cct6a	531	Mus musculus	1:Experimental evidence at protein level	T-complex protein 1 subunit zeta	1.0	0.999	27	206	0	206	40	45	10	50	49	12	0	0	0	0	0	0	40	45	10	50	49	12	4735280.0	4376074.5	2236887.8	4478413.5	4406441.5	2994342.2	630666.5	627487.06	776689.25	583060.25	646944.44	600125.44	tr|Q52KG9|Q52KG9_MOUSE
sp|P80318|TCPG_MOUSE	P80318	TCPG_MOUSE	Cct3	545	Mus musculus	1:Experimental evidence at protein level	T-complex protein 1 subunit gamma	1.0	0.999	33	261	0	261	54	55	16	59	58	19	0	0	0	0	0	0	54	55	16	59	58	19	7539248.5	6813781.0	2809279.5	4933720.0	6993869.0	5294173.5	687325.7	630882.0	553815.9	556409.56	688861.75	594518.1	
sp|P80560|PTPR2_MOUSE	P80560	PTPR2_MOUSE	Ptprn2	1001	Mus musculus	1:Experimental evidence at protein level	Receptor-type tyrosine-protein phosphatase N2	1.0	0.999	40	353	58	353	73	76	10	73	93	28	10	15	4	10	14	5	73	76	10	73	93	28	6454735.0	6435771.0	1290663.5	5064620.0	7207509.5	7004779.5	639999.7	678905.75	644284.6	659559.8	697522.6	580161.94	
sp|P81117|NUCB2_MOUSE	P81117	NUCB2_MOUSE	Nucb2	420	Mus musculus	1:Experimental evidence at protein level	Nucleobindin-2	1.0	0.999	38	508	5	508	89	106	12	129	128	44	1	0	0	2	2	0	89	106	12	129	128	44	1.2827148E7	1.5920279E7	4195259.0	1.5962623E7	2.0180794E7	1.2633349E7	2123180.2	2478783.5	1654669.2	2870236.2	3433506.5	2356246.2	
sp|P81122|IRS2_MOUSE	P81122	IRS2_MOUSE	Irs2	1321	Mus musculus	1:Experimental evidence at protein level	Insulin receptor substrate 2	0.9998	0.9989	3	2	2	5	0	0	0	0	2	0	0	0	0	0	2	0	2	0	0	0	2	1	59437.88	72087.31	0.0	0.0	83826.34	0.0	59437.88	72087.31	0.0	0.0	75770.08	0.0	
sp|P82347|SGCD_MOUSE	P82347	SGCD_MOUSE	Sgcd	289	Mus musculus	1:Experimental evidence at protein level	Delta-sarcoglycan	1.0	0.999	3	5	1	5	0	0	0	2	3	0	0	0	0	0	1	0	0	0	0	2	3	0	41085.973	105010.45	0.0	39844.81	121887.55	50476.723	41085.973	56716.11	0.0	39844.81	67482.734	50476.723	
sp|P83093|STIM2_MOUSE	P83093	STIM2_MOUSE	Stim2	746	Mus musculus	1:Experimental evidence at protein level	Stromal interaction molecule 2	1.0	0.999	3	6	0	7	1	1	0	2	2	0	0	0	0	0	0	0	1	1	0	3	2	0	18954.547	27707.926	0.0	109376.05	25724.023	0.0	18954.547	19613.77	0.0	109376.05	18533.008	0.0	tr|I1E4X8|I1E4X8_MOUSE
sp|P83741-2|WNK1_MOUSE	P83741-2	WNK1_MOUSE	Wnk1	2626	Mus musculus		Isoform 2 of Serine/threonine-protein kinase WNK1	1.0	0.999	21	48	0	48	10	11	0	15	11	1	0	0	0	0	0	0	10	11	0	15	11	1	940832.7	834989.7	0.0	429805.75	583614.6	2336045.0	279671.47	270750.4	0.0	262102.38	232002.39	370479.9	sp|P83741-3|WNK1_MOUSE, sp|P83741-4|WNK1_MOUSE, sp|P83741|WNK1_MOUSE
sp|P83870|PHF5A_MOUSE	P83870	PHF5A_MOUSE	Phf5a	110	Mus musculus	1:Experimental evidence at protein level	PHD finger-like domain-containing protein 5A	0.9999	0.9962	3	8	8	8	2	3	0	1	1	1	2	3	0	1	1	1	2	3	0	1	1	1	222451.22	190513.1	0.0	42757.105	206086.97	223941.69	108063.766	116736.28	0.0	73462.11	113253.71	140217.19	
sp|P83882|RL36A_MOUSE	P83882	RL36A_MOUSE	Rpl36a	106	Mus musculus	1:Experimental evidence at protein level	Large ribosomal subunit protein eL42	1.0	0.999	5	30	0	30	9	5	0	4	7	5	0	0	0	0	0	0	9	5	0	4	7	5	1511331.2	983165.4	0.0	357007.2	1106741.2	1272651.0	664316.0	355687.7	0.0	287797.8	556191.56	764368.56	tr|A0A2I3BPG9|A0A2I3BPG9_MOUSE
sp|P83887|TBG1_MOUSE	P83887	TBG1_MOUSE	Tubg1	451	Mus musculus	1:Experimental evidence at protein level	Tubulin gamma-1 chain	1.0	0.999	3	5	0	5	2	1	0	1	1	0	0	0	0	0	0	0	2	1	0	1	1	0	85068.836	18834.27	0.0	55612.727	41872.727	120358.18	45649.914	29014.457	0.0	53794.727	40503.89	116423.625	sp|Q8VCK3|TBG2_MOUSE
sp|P83917|CBX1_MOUSE	P83917	CBX1_MOUSE	Cbx1	185	Mus musculus	1:Experimental evidence at protein level	Chromobox protein homolog 1	1.0	0.999	6	20	3	75	4	4	0	4	6	2	0	1	0	1	1	0	16	14	5	17	19	4	367136.47	295706.2	0.0	193792.72	302155.38	1134806.1	156706.55	138554.19	0.0	95222.984	130655.805	282731.62	
sp|P83940|ELOC_MOUSE	P83940	ELOC_MOUSE	Eloc	112	Mus musculus	1:Experimental evidence at protein level	Elongin-C	1.0	0.999	5	38	0	38	12	9	0	6	9	2	0	0	0	0	0	0	12	9	0	6	9	2	834361.2	840294.44	0.0	493406.4	886570.25	510483.62	295399.7	297257.78	0.0	201042.1	311279.4	234485.61	tr|A0A087WQE6|A0A087WQE6_MOUSE
sp|P84084|ARF5_MOUSE	P84084	ARF5_MOUSE	Arf5	180	Mus musculus	1:Experimental evidence at protein level	ADP-ribosylation factor 5	1.0	0.999	14	55	53	219	9	12	2	14	11	7	9	12	2	13	10	7	40	40	19	51	49	20	1402372.6	1561374.6	70264.73	1649054.2	1695949.6	1391415.0	437905.5	414749.72	661438.1	560593.1	558081.8	456710.6	
sp|P84086|CPLX2_MOUSE	P84086	CPLX2_MOUSE	Cplx2	134	Mus musculus	1:Experimental evidence at protein level	Complexin-2	1.0	0.999	9	50	31	50	5	13	0	13	15	4	3	8	0	9	10	1	5	13	0	13	15	4	950461.5	997694.4	0.0	690069.0	1135372.2	664520.94	229250.0	249215.61	0.0	203016.25	256474.9	313669.97	
sp|P84089|ERH_MOUSE	P84089	ERH_MOUSE	Erh	104	Mus musculus	1:Experimental evidence at protein level	Enhancer of rudimentary homolog	1.0	0.999	8	54	0	54	9	10	5	13	11	6	0	0	0	0	0	0	9	10	5	13	11	6	1789698.5	1571920.6	756768.44	1340738.6	1696156.8	1959106.4	982512.56	811750.2	837208.3	875968.75	1023521.1	1190848.6	
sp|P84091|AP2M1_MOUSE	P84091	AP2M1_MOUSE	Ap2m1	435	Mus musculus	1:Experimental evidence at protein level	AP-2 complex subunit mu	1.0	0.999	13	70	0	70	15	18	3	14	15	5	0	0	0	0	0	0	15	18	3	14	15	5	1233446.5	1350856.5	227806.0	1052509.0	1424011.9	3350789.8	246954.77	252026.69	465185.3	256658.0	244484.42	382981.62	tr|Q3TWV4|Q3TWV4_MOUSE
sp|P84096|RHOG_MOUSE	P84096	RHOG_MOUSE	Rhog	191	Mus musculus	1:Experimental evidence at protein level	Rho-related GTP-binding protein RhoG	1.0	0.999	5	21	11	21	4	6	0	5	6	0	1	4	0	3	3	0	4	6	0	5	6	0	267958.3	220446.1	0.0	280296.12	263159.3	79337.29	88471.39	86296.555	0.0	95458.74	85518.25	79337.29	
sp|P84099|RL19_MOUSE	P84099	RL19_MOUSE	Rpl19	196	Mus musculus	1:Experimental evidence at protein level	Large ribosomal subunit protein eL19	1.0	0.999	15	193	0	193	44	41	8	42	44	14	0	0	0	0	0	0	44	41	8	42	44	14	8886854.0	6077451.0	847568.1	4677911.0	7612154.0	5463731.5	1934179.8	1390304.8	441738.94	1225125.9	1546513.9	1192463.8	tr|A2A547|A2A547_MOUSE
sp|P84102|SERF2_MOUSE	P84102	SERF2_MOUSE	Serf2	59	Mus musculus	1:Experimental evidence at protein level	Small EDRK-rich factor 2	1.0	0.999	2	8	0	8	1	2	0	2	3	0	0	0	0	0	0	0	1	2	0	2	3	0	113733.81	121029.22	0.0	89275.11	112953.945	0.0	77044.305	71518.38	0.0	58763.965	73323.96	0.0	tr|A2ARQ2|A2ARQ2_MOUSE, tr|A2ARQ4|A2ARQ4_MOUSE, tr|D6RCY2|D6RCY2_MOUSE, tr|D6RIP7|D6RIP7_MOUSE
sp|P84104-2|SRSF3_MOUSE	P84104-2	SRSF3_MOUSE	Srsf3	124	Mus musculus		Isoform Short of Serine/arginine-rich splicing factor 3	1.0	0.999	8	95	0	95	16	13	9	26	22	9	0	0	0	0	0	0	16	13	9	26	22	9	2030447.1	1822735.0	1824801.8	3009737.0	2291192.0	2390814.5	777304.7	668306.4	838804.94	1351986.9	887563.8	1050302.4	sp|P84104|SRSF3_MOUSE
sp|P84244|H33_MOUSE	P84244	H33_MOUSE	H3-3a	136	Mus musculus	1:Experimental evidence at protein level	Histone H3.3	0.9998	0.999	17	188	0	188	33	27	47	23	30	28	0	0	0	0	0	0	33	27	47	23	30	28	2.7437398E7	1.7577522E7	3.2996994E7	1.6027093E7	1.5391394E7	3.598966E7	1.56291E7	1.0661812E7	2.0998332E7	8194982.0	9567037.0	2.4318648E7	
sp|P85094|ISC2A_MOUSE	P85094	ISC2A_MOUSE	Isoc2a	206	Mus musculus	1:Experimental evidence at protein level	Isochorismatase domain-containing protein 2A	1.0	0.999	4	27	27	27	7	4	2	7	5	2	7	4	2	7	5	2	7	4	2	7	5	2	352083.75	239713.84	175649.44	467496.0	381420.0	280154.53	158163.22	94877.37	198675.52	240481.75	173663.28	155808.1	
sp|P97290|IC1_MOUSE	P97290	IC1_MOUSE	Serping1	504	Mus musculus	1:Experimental evidence at protein level	Plasma protease C1 inhibitor	1.0	0.999	3	18	0	18	2	3	0	5	5	3	0	0	0	0	0	0	2	3	0	5	5	3	134554.17	65958.766	0.0	116380.1	111261.02	887272.75	49289.16	62345.06	0.0	47076.156	48632.195	467324.94	tr|A2ATR8|A2ATR8_MOUSE
sp|P97298|PEDF_MOUSE	P97298	PEDF_MOUSE	Serpinf1	417	Mus musculus	1:Experimental evidence at protein level	Pigment epithelium-derived factor	1.0	0.999	3	3	1	3	0	1	0	2	0	0	0	0	0	1	0	0	0	1	0	2	0	0	0.0	5445.766	0.0	77075.26	26625.871	110776.5	0.0	0.0	0.0	36449.598	29200.797	121489.44	
sp|P97300-1|NPTN_MOUSE	P97300-1	NPTN_MOUSE	Nptn	281	Mus musculus		Isoform 1 of Neuroplastin	1.0	0.999	4	12	0	12	2	3	1	2	3	1	0	0	0	0	0	0	2	3	1	2	3	1	340397.75	377947.06	66956.11	77951.66	417236.75	552970.9	188256.25	261842.58	66956.11	77849.78	270712.5	679607.2	sp|P97300-3|NPTN_MOUSE, sp|P97300|NPTN_MOUSE, tr|H3BIX4|H3BIX4_MOUSE, tr|Z4YLB7|Z4YLB7_MOUSE
sp|P97310|MCM2_MOUSE	P97310	MCM2_MOUSE	Mcm2	904	Mus musculus	1:Experimental evidence at protein level	DNA replication licensing factor MCM2	1.0	0.9988	2	3	3	3	0	0	0	3	0	0	0	0	0	3	0	0	0	0	0	3	0	0	0.0	0.0	0.0	70578.17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P97311|MCM6_MOUSE	P97311	MCM6_MOUSE	Mcm6	821	Mus musculus	1:Experimental evidence at protein level	DNA replication licensing factor MCM6	0.9434	0.999	1	4	0	4	1	1	0	1	1	0	0	0	0	0	0	0	1	1	0	1	1	0	39499.74	40862.234	0.0	26428.713	27918.5	263779.88	39499.74	40862.234	0.0	26428.713	27918.5	263779.88	tr|Q3ULG5|Q3ULG5_MOUSE
sp|P97313|PRKDC_MOUSE	P97313	PRKDC_MOUSE	Prkdc	4128	Mus musculus	1:Experimental evidence at protein level	DNA-dependent protein kinase catalytic subunit	1.0	0.999	11	24	22	24	3	10	0	6	5	0	3	8	0	6	5	0	3	10	0	6	5	0	230372.42	214277.4	0.0	264658.97	253152.22	0.0	78269.11	70690.83	0.0	98323.56	80844.2	0.0	
sp|P97314|CSRP2_MOUSE	P97314	CSRP2_MOUSE	Csrp2	193	Mus musculus	1:Experimental evidence at protein level	Cysteine and glycine-rich protein 2	0.9404	0.9989	1	4	0	4	1	1	0	1	1	0	0	0	0	0	0	0	1	1	0	1	1	0	34955.715	45830.934	0.0	41400.254	38633.87	0.0	34955.715	45830.934	0.0	41400.254	38633.87	0.0	tr|A0A1W2P6I3|A0A1W2P6I3_MOUSE, tr|A0A1W2P758|A0A1W2P758_MOUSE, tr|A0A1W2P7N8|A0A1W2P7N8_MOUSE, tr|A0A1W2P845|A0A1W2P845_MOUSE
sp|P97315|CSRP1_MOUSE	P97315	CSRP1_MOUSE	Csrp1	193	Mus musculus	1:Experimental evidence at protein level	Cysteine and glycine-rich protein 1	1.0	0.999	3	18	18	18	4	3	0	5	4	2	4	3	0	5	4	2	4	3	0	5	4	2	407269.34	303758.53	0.0	430010.0	381371.03	312905.34	227623.12	180774.69	0.0	233521.72	188046.38	190779.94	
sp|P97346-2|NXN_MOUSE	P97346-2	NXN_MOUSE	Nxn	391	Mus musculus		Isoform 2 of Nucleoredoxin	1.0	0.999	2	6	0	6	0	3	0	1	2	0	0	0	0	0	0	0	0	3	0	1	2	0	19194.082	42716.02	0.0	32398.008	33069.67	0.0	18056.004	23254.895	0.0	41372.25	17798.814	0.0	sp|P97346|NXN_MOUSE
sp|P97350|PKP1_MOUSE	P97350	PKP1_MOUSE	Pkp1	728	Mus musculus	1:Experimental evidence at protein level	Plakophilin-1	1.0	0.999	11	32	26	32	4	3	1	13	1	10	4	3	1	10	1	7	4	3	1	13	1	10	408561.1	204903.06	46135.723	646585.56	123585.266	2052706.2	89791.69	53641.05	184551.69	112531.04	67436.91	340695.62	
sp|P97351|RS3A_MOUSE	P97351	RS3A_MOUSE	Rps3a	264	Mus musculus	1:Experimental evidence at protein level	Small ribosomal subunit protein eS1	1.0	0.999	29	359	359	359	82	67	11	72	88	39	82	67	11	72	88	39	82	67	11	72	88	39	1.0668591E7	8105800.5	1694962.9	8042488.5	9928730.0	9632916.0	1276178.6	967468.7	968099.8	1110831.6	1377558.6	1160621.0	
sp|P97352|S10AD_MOUSE	P97352	S10AD_MOUSE	S100a13	98	Mus musculus	1:Experimental evidence at protein level	Protein S100-A13	0.9434	0.999	1	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	29496.744	25522.336	0.0	53203.277	44747.223	0.0	29496.744	25522.336	0.0	53203.277	44747.223	0.0	tr|A0A0A0MQ90|A0A0A0MQ90_MOUSE
sp|P97355|SPSY_MOUSE	P97355	SPSY_MOUSE	Sms	366	Mus musculus	1:Experimental evidence at protein level	Spermine synthase	1.0	0.999	2	2	0	2	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0.0	13813.645	0.0	0.0	21839.707	0.0	0.0	21575.908	0.0	0.0	9917.522	0.0	tr|E9PZ58|E9PZ58_MOUSE
sp|P97363|SPTC2_MOUSE	P97363	SPTC2_MOUSE	Sptlc2	560	Mus musculus	1:Experimental evidence at protein level	Serine palmitoyltransferase 2	1.0	0.999	2	7	7	7	2	2	0	2	1	0	2	2	0	2	1	0	2	2	0	2	1	0	75720.76	76227.08	0.0	128346.59	75827.97	0.0	41846.51	42254.32	0.0	71363.44	42130.848	0.0	
sp|P97364|SPS2_MOUSE	P97364	SPS2_MOUSE	Sephs2	452	Mus musculus	1:Experimental evidence at protein level	Selenide, water dikinase 2	1.0	0.999	7	30	30	31	5	6	0	11	7	1	5	6	0	11	7	1	5	7	0	11	7	1	315349.03	251978.53	0.0	378999.16	363442.2	81137.71	109177.086	112515.93	0.0	130590.68	120623.44	81137.71	
sp|P97370|AT1B3_MOUSE	P97370	AT1B3_MOUSE	Atp1b3	278	Mus musculus	1:Experimental evidence at protein level	Sodium/potassium-transporting ATPase subunit beta-3	1.0	0.998	2	6	6	6	1	2	0	1	2	0	1	2	0	1	2	0	1	2	0	1	2	0	102392.16	39952.797	0.0	56384.566	93121.164	0.0	56689.367	56632.63	0.0	51675.324	52081.656	0.0	
sp|P97371|PSME1_MOUSE	P97371	PSME1_MOUSE	Psme1	249	Mus musculus	1:Experimental evidence at protein level	Proteasome activator complex subunit 1	1.0	0.999	17	95	0	95	18	30	3	22	19	3	0	0	0	0	0	0	18	30	3	22	19	3	2164019.0	2097951.0	339569.75	1507369.1	1517391.8	1212922.1	567589.6	462209.94	153079.27	496506.38	409928.38	481144.47	tr|G3UXZ5|G3UXZ5_MOUSE
sp|P97372|PSME2_MOUSE	P97372	PSME2_MOUSE	Psme2	239	Mus musculus	1:Experimental evidence at protein level	Proteasome activator complex subunit 2	1.0	0.999	13	52	7	53	13	12	0	11	11	5	1	2	0	1	2	1	13	13	0	11	11	5	1324993.0	1047035.0	0.0	799873.9	898192.9	947682.06	185919.0	161708.28	0.0	137177.0	147009.98	206532.72	
sp|P97379|G3BP2_MOUSE	P97379	G3BP2_MOUSE	G3bp2	482	Mus musculus	1:Experimental evidence at protein level	Ras GTPase-activating protein-binding protein 2	1.0	0.999	15	52	4	56	12	11	2	12	11	4	1	1	0	1	1	0	13	13	2	12	11	5	998898.6	846029.8	231229.88	1011775.44	846245.5	667501.75	234036.64	204767.14	176373.27	237085.14	232740.86	208861.89	
sp|P97384|ANX11_MOUSE	P97384	ANX11_MOUSE	Anxa11	503	Mus musculus	1:Experimental evidence at protein level	Annexin A11	1.0	0.999	17	84	24	84	18	18	1	20	21	6	7	6	0	4	6	1	18	18	1	20	21	6	1303400.2	1164527.0	207810.72	1088108.8	1551553.6	1158724.2	173669.95	139803.98	226257.77	149186.75	203170.53	178617.58	
sp|P97386|DNLI3_MOUSE	P97386	DNLI3_MOUSE	Lig3	1015	Mus musculus	1:Experimental evidence at protein level	DNA ligase 3	1.0	0.999	4	10	0	10	1	2	0	5	2	0	0	0	0	0	0	0	1	2	0	5	2	0	45662.117	68185.6	0.0	99652.41	64177.188	0.0	31535.355	35736.555	0.0	36701.62	40829.31	0.0	tr|K4DI59|K4DI59_MOUSE, tr|Q3UC82|Q3UC82_MOUSE, tr|Q80ZH7|Q80ZH7_MOUSE
sp|P97390|VPS45_MOUSE	P97390	VPS45_MOUSE	Vps45	570	Mus musculus	1:Experimental evidence at protein level	Vacuolar protein sorting-associated protein 45	1.0	0.999	10	43	43	43	8	8	0	14	12	1	8	8	0	14	12	1	8	8	0	14	12	1	400588.12	293786.25	0.0	371917.0	438098.94	201827.39	73011.86	59339.266	0.0	69441.42	72528.73	174890.45	
sp|P97393|RHG05_MOUSE	P97393	RHG05_MOUSE	Arhgap5	1503	Mus musculus	1:Experimental evidence at protein level	Rho GTPase-activating protein 5	1.0	0.999	7	9	8	9	5	1	0	1	2	0	5	1	0	1	1	0	5	1	0	1	2	0	120690.76	71152.83	0.0	37907.094	69779.414	49822.0	31048.914	26287.281	0.0	0.0	25433.01	122770.22	
sp|P97401|SFRP3_MOUSE	P97401	SFRP3_MOUSE	Frzb	323	Mus musculus	1:Experimental evidence at protein level	Secreted frizzled-related protein 3	1.0	0.999	3	20	20	20	5	4	2	3	3	3	5	4	2	3	3	3	5	4	2	3	3	3	587550.6	474221.1	292831.6	92019.36	356376.94	650967.3	327141.53	267108.1	300506.62	61520.93	188028.58	427041.66	
sp|P97411-2|ICA69_MOUSE	P97411-2	ICA69_MOUSE	Ica1	457	Mus musculus		Isoform 2 of Islet cell autoantigen 1	1.0	0.999	7	29	0	29	5	11	0	5	8	0	0	0	0	0	0	0	5	11	0	5	8	0	276632.16	272489.8	0.0	126058.69	405000.8	1182048.2	105548.35	90543.07	0.0	63469.418	113817.95	268285.25	sp|P97411|ICA69_MOUSE, tr|D3Z118|D3Z118_MOUSE
sp|P97412|LYST_MOUSE	P97412	LYST_MOUSE	Lyst	3788	Mus musculus	1:Experimental evidence at protein level	Lysosomal-trafficking regulator	1.0	0.999	3	3	0	3	2	0	0	1	0	0	0	0	0	0	0	0	2	0	0	1	0	0	98130.19	8397.412	0.0	14208.8545	8858.87	184939.27	63571.24	8397.412	0.0	14208.8545	8858.87	184939.27	tr|G5E8Q0|G5E8Q0_MOUSE
sp|P97425|ECP2_MOUSE	P97425	ECP2_MOUSE	Ear2	156	Mus musculus	2:Experimental evidence at transcript level	Eosinophil cationic protein 2	0.9426	0.999	1	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0.0	0.0	0.0	43977.7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	sp|P97426|ECP1_MOUSE, tr|Q923L6|Q923L6_MOUSE
sp|P97427|DPYL1_MOUSE	P97427	DPYL1_MOUSE	Crmp1	572	Mus musculus	1:Experimental evidence at protein level	Dihydropyrimidinase-related protein 1	1.0	0.999	20	86	4	151	15	18	0	24	26	3	1	1	0	0	1	1	28	32	7	32	38	14	1367316.0	1092105.4	0.0	1316050.5	1464283.5	869898.9	221009.06	214570.28	0.0	261164.53	232378.73	265490.9	
sp|P97429|ANXA4_MOUSE	P97429	ANXA4_MOUSE	Anxa4	319	Mus musculus	1:Experimental evidence at protein level	Annexin A4	1.0	0.999	24	272	0	272	52	44	16	73	62	25	0	0	0	0	0	0	52	44	16	73	62	25	5286346.5	5237155.5	2615005.5	6184662.5	6317326.5	6245273.5	709395.6	708532.06	988536.25	873985.2	848298.8	902268.25	
sp|P97431|IRF6_MOUSE	P97431	IRF6_MOUSE	Irf6	467	Mus musculus	1:Experimental evidence at protein level	Interferon regulatory factor 6	1.0	0.999	2	2	2	2	1	1	0	0	0	0	1	1	0	0	0	0	1	1	0	0	0	0	386010.25	526918.7	0.0	0.0	392673.94	407461.6	367948.8	526918.7	0.0	0.0	392673.94	407461.6	
sp|P97447-2|FHL1_MOUSE	P97447-2	FHL1_MOUSE	Fhl1	194	Mus musculus		Isoform 2 of Four and a half LIM domains protein 1	1.0	0.999	2	6	0	6	1	2	0	2	1	0	0	0	0	0	0	0	1	2	0	2	1	0	92933.375	146066.72	0.0	101801.53	73458.33	0.0	92933.375	92766.1	0.0	59957.44	73458.33	0.0	sp|P97447|FHL1_MOUSE, tr|A2AEX6|A2AEX6_MOUSE, tr|A2AEX7|A2AEX7_MOUSE, tr|A2AEX8|A2AEX8_MOUSE, tr|A2AEY1|A2AEY1_MOUSE, tr|A2AEY2|A2AEY2_MOUSE
sp|P97449|AMPN_MOUSE	P97449	AMPN_MOUSE	Anpep	966	Mus musculus	1:Experimental evidence at protein level	Aminopeptidase N	1.0	0.999	23	133	113	133	23	24	1	39	35	11	20	20	1	34	31	7	23	24	1	39	35	11	3857641.0	3038081.5	90363.72	2904022.5	3607443.5	1472536.6	429618.2	459363.2	541080.0	722539.3	539272.94	414962.6	
sp|P97450|ATP5J_MOUSE	P97450	ATP5J_MOUSE	Atp5pf	108	Mus musculus	1:Experimental evidence at protein level	ATP synthase-coupling factor 6, mitochondrial	1.0	0.999	6	48	33	48	9	12	2	9	13	3	5	7	2	7	9	3	9	12	2	9	13	3	1230064.6	1219481.5	275905.9	955803.3	1317096.4	1335197.9	340948.56	343334.9	285231.4	296084.1	349918.03	338619.53	
sp|P97461|RS5_MOUSE	P97461	RS5_MOUSE	Rps5	204	Mus musculus	1:Experimental evidence at protein level	Small ribosomal subunit protein uS7	1.0	0.999	15	158	7	158	34	29	5	39	38	13	2	2	0	1	1	1	34	29	5	39	38	13	4055286.8	3603952.8	512366.3	5003301.5	4655319.5	3156611.0	746377.3	575194.5	822975.4	795249.3	779412.25	619930.94	
sp|P97467|AMD_MOUSE	P97467	AMD_MOUSE	Pam	979	Mus musculus	1:Experimental evidence at protein level	Peptidyl-glycine alpha-amidating monooxygenase	1.0	0.999	30	191	0	191	32	47	8	44	47	13	0	0	0	0	0	0	32	47	8	44	47	13	3484122.5	3500821.0	938065.06	3259227.0	4093718.8	3204147.8	478737.75	558025.7	314519.12	623732.44	669517.2	578770.56	tr|F8VQA4|F8VQA4_MOUSE
